0 空地什么都没有，却是一切的根源。
100 如果你一头撞上承重墙，你会在一瞬间看到这个世界最美妙的烟花。
101 美好的幻想就在隐藏墙的另一边，但它注定会在你伸出手的瞬间破灭。
110 最普通的黄门。就连兼职配钥匙的电脑店都能轻易把它打开。
111 也许你听说过一种叫做防盗门的门，但在物业公司水表管理处爆破一组的面前，再硬的钢铁都是浮云。
112 这种红门除了翻越之外毫无非法破解的方法。据说我国的方滨兴院士用很多这种门建造成了万里防火长城。
113 费尽千辛万苦，跨越艰难险阻，终于拿到梦中的宝物，却发现一堵可开墙在它旁边的感觉，正是游戏设计者希望玩家看到的啊。
200 价格低廉的钥匙，能打开普通的黄门。钥匙的商标上写着“大连交通大学电脑维修”。
201 从物业公司水表处拿到的防盗门钥匙，有了它，查水表就是这么简单。
202 嘘！科学上网只要16元一月，千万不要说出去。
210 Atk+2。看起来很值钱，其实在商店二十块就能买到一个。
212 Def+2。据称是由红宝石掺入铜离子制成。
211 Hp+150。多么美丽的Fe(SCN)3溶液啊。
213 Hp+400。据称是由小血瓶掺入铜离子制成。
220 Atk+10。路边售卖的塑料质铁剑，一年级以下儿童装逼专用。
221 Atk+20。它的光泽比铁剑稍亮，据店主解释，这是因为钢的含碳量比生铁低。
222 Atk+30。银剑是每个男人人生的必经之路。
223 Atk+40。顾名思义，银剑的时期过去之后，你老了。
224 Atk+50。据说这神剑能刺破一切。
230 Def+10。在一场话剧结束之后捡到的纸质防具，上面写着大大的“铁盾”二字，那便算是铁的吧。
231 Def+20。你可以在它快要被磨平的表面上依稀看见“东南大学排雨”几个楷体汉字。
232 Def+30。白花花的，上面刻着“中国移动”。可以磨掉表面看到里面的黑色材质。
233 Def+40。我在写这条介绍的时候才发现它的实体ID是"233"。
234 Def+50。据说这神盾能抵挡一切。友情提示，本游戏与神盾局无关。
300 只有神和我知道楼上有什么等着你。
301 有时你必须在两条路之间做出抉择。
302 这层谁设计的，放这么多楼梯，有病吗？
303 这层谁设计的，放这么多楼梯，有病吗？
304 这层谁设计的，放这么多楼梯，有病吗？
305 这层谁设计的，放这么多楼梯，有病吗？
306 这层谁设计的，放这么多楼梯，有病吗？
307 这层谁设计的，放这么多楼梯，有病吗？
308 这层谁设计的，放这么多楼梯，有病吗？
309 这层谁设计的，放这么多楼梯，有病吗？
310 回到一个已经了解的楼层，内心总是比较安稳的。可是真的吗？
311 明明就在一层楼，有时候非要绕上楼再绕下去才能到达。我不禁为作者的无情和玩家的无知扼腕叹息。中国需要一个陈规的破坏者，他打穿那厚厚的墙，创造出一个信息自由的新时代。要打穿一堵土墙，人力是不行的，必须要用挖掘机。那么，问题来了……
312 这层谁设计的，放这么多楼梯，有病吗？
313 这层谁设计的，放这么多楼梯，有病吗？
314 这层谁设计的，放这么多楼梯，有病吗？
315 这层谁设计的，放这么多楼梯，有病吗？
316 这层谁设计的，放这么多楼梯，有病吗？
317 这层谁设计的，放这么多楼梯，有病吗？
318 这层谁设计的，放这么多楼梯，有病吗？
319 这层谁设计的，放这么多楼梯，有病吗？
998 这是每个玩家噩梦的起点。
1111 他们是社会的底层，能力低，财产少，是炮灰级的存在。据说打爆他们会掉史莱姆球，可以做成黏性活塞。
1112 据称是由绿色史莱姆掺入红石制成。
